SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
1894,"SOGYBIX12A6D4FB5B8",64371,"Hide Em In Your Heart Vol 1","ARID75M1187B9B8341",,"",,"Steve Green",0.0,78.81098,0,0.285,146.677,4,0.652,"Even A Child - Proverbs 20:11",0
1895,"SOHTRFS12AC9E13420",726646,"Voyages","ARHTV1S1187FB547F8",,"",,"Marc Perrone",0.0,13.5571,5,0.0,0.0,1,0.0,"Sirène",0
1896,"SOAQQHI12A58A78FA5",511640,"Baladas De Amor","ARDAXCG1187B9942B1",,"",,"Leonardo Favio",0.0,201.50812,7,0.309,163.519,7,0.793,"Porque Yo Te Amo",0
1897,"SOFWVMI12AB018A50D",751145,"Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso)","ARHXWB01187B9A205C",,"",,"Gloria Lasso",0.0,187.92444,9,0.065,65.195,4,0.732,"Termina La Feria",0
1898,"SORIWFK12A8C137A62",293740,"Juste Avant","ARGDSO91187B9AAB35",,"",,"Patrick Bruel",0.0,257.2273,7,0.631,105.994,4,0.933,"Au Bout De La Marelle",1999
1899,"SOHORIU12AB018C2FC",763965,"Plus De Diva","AR2XRFQ1187FB417FE",,"",,"Julie Zenatti",0.0,287.92118,1,0.502,87.013,7,0.961,"Ma Douleur...",0
1900,"SOGXFXZ12A8C132E70",823059,"Sings Studio One Hits","ARZZRK91187B9A5CA5",18.01571,"Kingston Jamaica",-76.79731,"Delroy Wilson",0.0,157.57016,10,0.022,157.446,4,0.0,"Rain from the Skies Mix 2",0
1901,"SOODQEF12A58A7AF5F",150859,"Collecton","ARB45GQ1187B98D2B4",,"",,"DeGarmo & Key",0.0,203.62404,4,0.658,120.548,4,1.0,"Destined To Win",1988
1902,"SOSNMKX12AB018827B",414912,"The Time Has Come 1967-1973","ARVKAWO11F50C47C9A",,"",,"Pentangle",0.0,172.38159,7,0.552,193.578,1,0.0,"I Saw An Angel",0
1903,"SOMVRPL12A81C20EAC",231930,"Boleros In Trío","ARZRCCP11F50C5165F",,"",,"Los Tres Diamantes",0.0,175.43791,4,0.146,98.082,5,0.44,"Begin The Beguine",0
1904,"SOYORWN12A8C144436",428150,"The Very Best Of CD2","AROCBZZ11E2835D652",,"",,"Small Facers",0.0,1141.08036,2,0.832,70.163,5,0.508,"Happiness Stan - Original",0
1905,"SOAXBAE12A6D4F79C3",25586,"Exit","ARCF06I1187B995398",,"",,"K-OS",0.0,235.04934,5,0.402,90.507,4,1.0,"Heaven Only Knows",2002
1906,"SOHUJXE12AB018ADD3",653740,"Michael Landau Group Live","ARR88SE1187B9B515D",,"California - LA",,"Michael Landau",0.0,597.41995,2,0.403,73.894,3,0.712,"The Mighty SB",0
1907,"SORCVJY12A8C13CB1B",257984,"Playing For Change","AR50Z881187B9BA197",30.33138,"Jacksonville FL",-81.6558,"Jack Sheldon",0.0,283.92444,5,0.0,167.307,4,1.0,"Trane's Strain",0
1908,"SOZUAJB12AB017CE56",606836,"The Definitive Collection","ARXP7MQ1187FB3AC5F",,"LOWELL",,"Dave Hollister",0.0,301.87057,1,0.792,113.09,4,1.0,"I'm Wrong",2006
1909,"SOEUEUI12A6701E4AB",8986,"White People","ARNWZ1N1187B9B71BA",,"",,"Handsome Boy Modeling School",0.0,324.07465,8,0.257,160.02,4,1.0,"I've Been Thinking featuring Cat Power (Album Version)",2004
1910,"SOZICZX12A8C136A61",150938,"The Journey North","ARTK5LU1187B9A654C",,"",,"Michael Gettel",0.0,338.75546,2,0.012,94.849,4,1.0,"The Journey North",1999
1911,"SOFHWIG12AB01855B5",542754,"Good Stuff","ARVML631187B99E90D",,"Athens GA",,"The B-52's",0.0,313.20771,11,0.041,136.767,4,0.248,"Tell It Like It T-I-IS (Album Version)",1992
1912,"SOWTXWG12A8C13C228",301421,"Songs From 'By The Light Of The Silvery Moon' and Other Selections","AR9F71I1187FB46CAF",,"",,"Gordon MacRae",0.0,134.89587,4,0.499,103.713,3,1.0,"Just One Girl",0
1913,"SOILKMT12A6702015A",6953,"Perfect Time","ARHOCKY11E2835D7CB",,"",,"Maire Brennan",0.0,248.34567,8,0.954,65.264,1,0.0,"Song Of David (LP Version)",0
1914,"SODWDRX12A8C136E77",150913,"No Better Place","ARK6JC91187B9B4B2D",,"United States",,"Babbie Mason",0.0,240.84853,8,0.428,129.88,4,0.468,"Pray On",0
1915,"SOHAVVY12A8C1422E6",344890,"Libertinaje","AR02YGA1187B9B8AC4",-34.60852,"Buenos Aires",-58.37354,"Bersuit Vergarabat",0.0,181.18485,0,0.265,121.764,3,0.996,"De Onda",1998
1916,"SOJSSDR12A8C142EE5",645457,"The Very Best of Sixties Soul","ARCBYJW1187FB51FD8",41.88415,"Chicago IL",-87.63241,"Major Lance",0.0,134.03383,9,0.363,117.464,4,0.752,"Um_ Um_ Um_ Um_ Um_ Um (Curious Mind)",0
1917,"SOFESEK12AB017FA56",539363,"Fitchburg Street","AREV0ZO1187B997221",32.77815,"Dallas TX",-96.7954,"Doyle Bramhall",0.0,254.35383,10,0.793,168.36,3,1.0,"That's How Strong My Love Is",0
1918,"SOYVCJU12A67AD8617",57000,"Infinity On High","ARSG7NQ1187FB57482",,"Wilmette IL",,"Fall Out Boy",0.0,203.91138,2,0.045,140.878,4,0.93,"The Carpal Tunnel Of Love",2007
1919,"SOCHXHX12A8C143E1A",526980,"I Always Lose","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,168.6722,2,0.88,100.705,4,0.314,"(Sittin') Alone At A Table For Two",0
1920,"SONVMQR12AB018688B",721687,"The Now Factor","ARO9IJB1187B9939D0",,"",,"Deckard",0.0,175.90812,1,0.238,90.964,4,1.0,"Deckard",0
1921,"SOZFZMX12AB018BE08",570488,"Mind Control","ARED2DG1187FB3CB4D",,"",,"Tantric",0.0,176.43057,9,0.622,140.111,4,0.994,"Coming Undone",2009
1922,"SODLFHM12A8C1432E9",527484,"Meet the F@cking Bedwetters","ARNFTGS1187B9A465F",34.05349,"California - LA",-118.24532,"Bedwetters",0.0,202.91873,1,0.602,101.997,4,0.057,"Like A Deck Of Cards",0
1923,"SOHBATX12A8C14009F",305368,"Trouble Boys","ARVAE6W1187FB3CAF3",,"",,"The Refreshments",0.0,184.5024,7,0.557,169.943,1,0.0,"Here we are",0
1924,"SOMHHCX12AC468AB2E",597790,"Tranceplant","ARNLHY61187FB3A0C0",,"United States",,"Organ Donors",0.0,433.71057,4,0.3,140.013,4,0.474,"Tranceplant",0
1925,"SOSBBAV12AB018F27C",587631,"Zero To Hero","ARJA5XT1187B9B89AA",,"",,"David Tao",0.0,260.33587,2,0.463,136.749,4,0.863,"Summer Love Triangle",2009
1926,"SOJBTDV12A6D4F776A",33120,"Trouble","ARASYMJ1187B9ACAF2",51.50632,"London England",-0.12714,"Whitesnake",0.0,204.14649,2,0.328,114.902,1,0.0,"Don't Mess With Me (2006 Digital Remaster)",1978
1927,"SOJMVGG12AB018AF5C",370932,"Voices from the Siren Nation Vol. 2 - Live at the Wonder Ballroom","AR6LOPL1187FB4DABE",38.8991,"Washington",-77.029,"Mirah",0.0,158.09261,9,0.287,116.087,4,1.0,"Apples in the Trees (Live)",0
1928,"SONOEAE12A6D4FB32B",176888,"Rain Drops","AR8WHEJ1187B98CDCA",34.7519,"Blythesville AR",-92.13055,"Dee Clark",0.0,132.07465,10,0.562,95.948,4,1.0,"Just Keep It Up",1990
1929,"SOJLKEV12A6D4F5BEF",22484,"Hang On To Your Resistance (The Early Years)","ARY1VGA1187FB5A39E",56.85147,"Lynn Lake Manitoba Canada",-101.04893,"Tom Cochrane",0.0,208.79628,2,0.976,89.042,1,0.077,"Revelations:  Visions In A Dream",0
1930,"SOEYFIJ12A8C13E773",213943,"Brazilian Soul","ARUP17W1187B98CAB9",,"Chuckatuck VA",,"Charlie Byrd / Laurindo Almeida",0.0,172.43383,2,1.0,115.798,1,0.0,"Choro II",0
1931,"SOIMTBN12A6D4F56FA",85340,"Mercedes Castro Acompañada con Mariachi Y Banda - En vivo","ARPPTNG11F50C482A3",,"",,"Mercedes Castro",0.0,184.42404,2,0.66,149.293,5,1.0,"Vendiste Los Gueyes -Maldita Miseria-",0
1932,"SONBEXJ12AB0182AC8",345513,"Vers l'imaginaire","ARXYQYW122988F2066",,"",,"Clarisse Lavanant",0.0,175.17669,2,0.6,177.931,4,0.744,"Beaux parleurs",0
1933,"SOEEOUU12A8C1350F4",256119,"Content","ARBPRDX1187B9B1CA3",,"Illinois",,"The Skabs",0.0,121.65179,7,0.225,94.072,1,0.0,"Woe is Woman",0
1934,"SOLIWUR12A58A7D769",288001,"Se Nou Manm (Live Au Zenith)","AR05NQH1187B98E875",,"",,"Kassav'",0.0,268.90404,2,0.338,147.781,4,0.147,"An Mouvman",2009
1935,"SOCJFFQ12A8C13E02A",109053,"Cajun Conja","ARE8RCR1187B996BF2",,"",,"BeauSoleil",0.0,268.30322,5,0.0,119.663,4,0.0,"'Ti Monde (LP Version)",1991
1936,"SODXUDI12A8C1408A2",657107,"The Return Of O-Tumma","AR1VCLT1187FB4C8AC",,"",,"Tum Tum",0.0,188.94322,1,0.678,206.791,4,1.0,"Money In Da Bank [Screwed]",0
1937,"SOLXNRC12A81C21193",132377,"Streams","ARHTRR71187B98F305",,"",,"Michelle Tumes",0.0,265.29914,6,0.307,111.824,4,0.96,"Hold On (LP Version)",0
1938,"SOKQDCS12AF72A920F",303436,"Crossing All Over Vol. 12","ARMBTFC1187FB56343",,"Bakersfield CA",,"Korn",0.0,231.73179,2,0.182,110.071,4,0.762,"Make Me Bad",1999
1939,"SORPCNQ12A8C136BB9",252899,"Normal as the Next Guy","ARVVLMQ11F4C8456E4",,"",,"Knack",0.0,285.51791,7,0.707,142.432,4,0.0,"Seven Days Of Heaven",0
1940,"SOKQDQZ12A8C13BB10",112605,"Messiaen Oeuvres Orgue","AR342K51187B98B571",,"",,"Olivier Messiaen",0.0,647.60118,5,0.109,101.636,5,0.689,"Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008)",0
1941,"SOKKMRS12A67ADD134",69820,"Holding A Wolf By The Ears","ARWR6RK1187FB3AB52",,"Long Island NY",,"From Autumn To Ashes",0.0,175.80363,2,0.439,93.061,4,0.581,"Sensory Deprivation Adventure",2007
1942,"SODHPQS12AC907282B",600648,"Hear Our Prayers O Lord","AREWQSE1187B9AEC6C",32.58507,"Mississippi",-89.87374,"The Jackson Southernaires",0.0,356.10077,7,0.148,92.555,4,0.919,"Lord We Give You All The Praise",0
1943,"SOKUBEF12A6D4FA3B8",234421,"The First Two Albums","ARRJNTE1187FB44E12",,"",,"Casiotone For The Painfully Alone",0.0,51.01669,0,0.276,78.16,1,0.0,"Dying Batteries",2001
1944,"SOMSUOA12A67FFB3A1",68737,"Red Gone Wild","ARXWAQQ1187B9AE954",,"Newark NJ",,"Redman / Hurricane G / Melanie Rutherford",0.0,113.65832,2,0.557,109.265,3,1.0,"Soopman Luva 6 1/2",0
1945,"SOZSAZR12A8C13E9EF",214868,"Footprints In The Sand","ARF3XJD1187FB38DE0",40.69214,"Peoria IL",-89.58776,"Cristy Lane",0.0,196.80608,7,0.812,86.142,4,0.124,"Making Up For Lost Time (Footprints In The Sand Album Version)",0
1946,"SOTODXV12AB017E98D",620643,"30 Days In The Hole (Live & Dangerous)","ARPISA41187FB3DE42",51.77045,"Essex England",0.64255,"Humble Pie",0.0,469.44608,2,0.278,132.598,4,0.611,"30 Days In The Hole (Live)",0
1947,"SOAFUPM12A6D4FD26F",271629,"Feelin' Kinda Patton","AR20BO61187B9B880E",36.83264,"Portsmouth VA",-76.29771,"Patton Oswalt",0.0,121.96526,8,0.345,75.669,3,0.665,"A Brief History of Shitty Comedy",2004
1948,"SOYERFU12A8AE48FD6",236630,"The Greatest Stars Of Folk Music","ARNMHWR11F4C83B384",43.87165,"Vermont",-72.45165,"Kingston Trio",0.0,199.94077,4,0.57,117.214,1,0.0,"Tom Dooley",0
1949,"SONLOMJ12AB0181700",462098,"Gaitas Platinum","ARQWJ1D1187B990964",,"",,"Barrio Obrero",0.0,231.47057,5,0.357,182.962,3,0.0,"Un Ojo Dimos",0
1950,"SOLAZIP12AB017F246",635129,"LOAF Presents: Domestic POP","ARHAMVP1269FCD2C1C",,"",,"Supertalented",0.0,96.65261,0,0.755,115.954,1,0.0,"Fax Me",0
1951,"SOXPVJS12A8C1326A8",282022,"New Moon Shine","ARSF0K11187B9AF319",,"London England",,"James Taylor",0.0,280.81587,4,0.508,108.047,4,0.0,"One More Go Round",0
1952,"SOONSSK12A6D4F94E0",38352,"Sleep In Safety","ARB1CNO1187FB4CE93",,"",,"45 Grave",0.0,118.38649,9,0.067,173.581,4,0.004,"Surf Bat (Album Version)",1983
1953,"SOEQPSU12AB0182FFB",330759,"We Were Enchanted","ARRVPI51187B9A1F1B",,"Colorado Springs CO",,"Roommate",0.0,367.01995,9,0.667,85.005,4,0.721,"Isn't Radio",0
1954,"SOKPIYN12A8C13F84F",520987,"The Dee Jays / Baby Talk - Best of","ARBIXZL12086C11573",,"",,"The Dee Jays",0.0,174.21016,4,0.948,114.375,1,0.0,"Dum Dum (Marble Breaks And Iron Bends)",0
1955,"SOQOVSL12AB01897AB",418586,"Dragonball Evolution","AR2EO6H1187B9A3B92",,"",,"Brian Tyler",0.0,52.87138,0,0.774,104.988,3,0.198,"I Dream Of Chi Chi",2009
1956,"SOEFDKH12A58A7BECD",234236,"Homenaje","ARRVUWA1187B9A0FE2",21.51102,"Cuba",-77.80679,"Orquesta Aragon",0.0,308.76689,9,0.849,91.548,5,0.573,"Eso No Tiene Remedio",0
1957,"SOAGYNF12AB0187EEE",647942,"New Romantics","ARBFCK11187FB4C89B",36.17191,"LAS VEGAS Nevada",-115.13997,"Brian Eno And David Byrne",0.0,296.33261,1,0.379,118.203,4,0.373,"The Jezebel Spirit",1981
1958,"SOYDKWF12AB018A6B8",673258,"Maxi ambiance 50 titres","AR107SB1187B9A79F9",,"Bézu comme Superdupont ne connait qu&#039;un pays : la France !",,"Bézu",0.0,275.3824,7,0.507,133.64,4,0.718,"Le chacha des gorilles",0
1959,"SOQKYWC12A8C136A4F",199694,"Meia-Noite","ARS8WH31187B9B8B04",,"",,"Edu Lobo",0.0,309.52444,2,0.239,84.853,1,0.094,"Canto Triste",1967
1960,"SOLNHID12A58A78106",24239,"Step In The Arena","ARDSWIE1187FB39056",,"Boston Massachusettes",,"Gang Starr",0.0,84.63628,0,0.829,166.092,4,1.0,"Say Your Prayers",1991
1961,"SOCOMNU12AB017EFC2",602410,"Dances_ Prayers_ & Meditations For Peace","ARXJSHW1187B9A2A52",25.72898,"Miami FL",-80.23742,"Nestor Torres",0.0,294.53016,5,0.798,137.908,5,0.53,"Rhumboso",0
1962,"SOHAZVL12A8C142715",609374,"Philip Glass: Undertow","ARLIIVS1187FB5583B",39.29055,"Baltimore MD",-76.6096,"Philip Glass",0.0,289.4624,8,0.127,104.667,4,1.0,"The Kiss: Chris & The Model Airplane",0
1963,"SOFNNDS12A8C138268",158386,"Violin Concerto_ Op.77 Etc.","ART8F8O1187B9A538D",,"Salzburg Austria",,"Herbert Von Karajan",0.0,1143.03955,10,0.939,171.78,5,0.685,"Variations Sur Un Theme De Haydn Op51",0
1964,"SOALFBA12A81C20681",179488,"Twilight Fields","ARN3O411187FB4D859",,"",,"Stephan Micus",0.0,519.8624,0,0.004,142.158,4,0.677,"Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi)",1988
1965,"SOWJAVO12AB0180222",639908,"Perfect Dragon","AR8BMEQ1187B9B4214",38.2589,"Missouri",-92.43659,"Pumpkin Buzzard",0.0,137.63873,10,0.416,169.771,4,0.0,"Gumby Killed the Dinosaur (House Mix)",0
1966,"SOOGGUS12A8C138B27",300907,"Edmond Leung Collections","ARGP7WY1187FB45464",,"",,"Edmond Leung",0.0,234.1873,0,0.596,113.571,4,0.709,"Ling Shi Shi Ji Fen",0
1967,"SOJKNYV12A8C133E9C",286907,"Sylvia","AR9ILJF1187B9B80ED",33.89275,"Beirut Lebanon",35.48527,"Gabriel Yared",0.0,229.98159,9,0.697,111.577,3,0.824,"Devon",2003
1968,"SOHTCQC12A6D4F49CA",27633,"Karajan & L'Opera","ART8F8O1187B9A538D",,"Salzburg Austria",,"Herbert Von Karajan",0.0,288.41751,9,0.425,75.416,5,0.587,"Si Mi Chiamano Mimila Boheme Act1 Remast",0
1969,"SOKUXFH12A8C145EF7",320428,"This Kind Of Love","AREPD8D1187FB3F5BC",,"Gainesville FL",,"Sister Hazel",0.0,230.37342,2,1.0,139.841,4,0.515,"This Kind Of Love (Full Band)",0
1970,"SOYZHTW12A58A7DAD9",722546,"White Feather","ARDF8K01187FB37200",,"Sydney Australia",,"Wolfmother",0.0,316.21179,4,0.006,110.441,4,0.978,"White Feather",2009
1971,"SOPUUCZ12AB0180B3B",443082,"Dreamer 'Remixed'","ARRCKE61187B99377F",40.88104,"Garfield NJ",-74.1148,"Janice Robinson",0.0,459.33669,7,0.634,84.655,3,1.0,"Dreamer (Jamie J Sanchez Club Mix)",0
1972,"SODXVQZ12AC468707A",699549,"Degenerate Fuck Crew","ARWMZYB1187FB480A7",4.65637,"Bogotá D. C. Colombia",-74.11779,"The Aftermath",0.0,118.30812,8,0.369,166.648,4,0.0,"Might As Well Laugh",0
1973,"SOEHTZE12A6310F0F2",307,"In My Place","ARJ7KF01187B98D717",,"",,"Coldplay",0.0,274.41587,2,0.194,134.027,4,0.135,"One I Love",2002
1974,"SODRLDV12A8C13D25E",258315,"Ain't It Beautiful","ARWC3XN1187B9A8D82",40.71455,"NY - New York City",-74.00712,"ZO2",0.0,276.4273,7,0.083,150.715,4,0.722,"Isolate",2007
1975,"SOUWONL12A8C13EA27",78740,"Viva Las Violence","ARXDOUQ11F50C4A239",,"",,"Wednesday 13's Frankenstein Drag Queens From Planet 13",0.0,239.20281,0,0.595,149.551,1,0.0,"Bark At The Moon (Album Version)",0
1976,"SONDAME12A6D4F9352",51357,"Ed Byrne - Pedantic and Whimsical","ARI8ECO119B3403C34",,"",,"Ed Byrne",0.0,330.63138,7,0.354,77.99,4,0.618,"Who's Your Daddy?",0
1977,"SOELMDY12A6D4FB18A",57839,"Last Night In Town","ARCP94M1187B9B0F56",42.88544,"Buffalo New York",-78.87846,"Every Time I Die",0.0,171.59791,9,0.538,93.458,1,0.0,"California_ Gracefully",2001
1978,"SOKVKEC12AB0186B68",765362,"Close Calls With Brick Walls / Mother of Mankind","ARW2U4O1187FB4408B",,"New York NY",,"Andrew W.K.",0.0,165.51138,2,0.0,120.153,4,0.0,"Don't Call Me Andy",2006
1979,"SOSWYWM12AB018A072",711892,"The History Of House Parties_ vol. 3","ARZH3SW1187B98C96E",,"",,"Onyx",0.0,317.46567,11,0.161,85.541,5,1.0,"The Force",0
1980,"SOQUGRT12A6701DD47",14561,"Dry & Heavy","ARJ2PMY1187FB5B563",,"NY - Long Island",,"Burning Spear",0.0,185.5473,0,0.495,122.376,4,0.0,"It's A Long Way Around",1977
1981,"SOIIZIX12A6D4F799D",22379,"Methods Of Mayhem","ARU35NK1187FB46CFD",,"",,"Methods Of Mayhem / Scott Kirkland",0.0,199.31383,1,0.222,116.04,4,0.899,"Narcotic",1999
1982,"SOGDJTG12AC960A37D",602698,"Maiden's Prayer","ARU0HTX1187B98B4C6",34.05349,"California - LA",-118.24532,"Lisa Lynne",0.0,261.95546,9,0.771,106.009,4,0.729,"Still I Will",2001
1983,"SOTYBQB12A8C139F0C",95078,"America's bugle calls","ARCVMYS12454A51E6E",,"",,"The Sun Harbor's Chorus-Documentary Recordings",0.0,59.32363,10,0.031,36.151,1,0.0,"Taps",0
1984,"SOCDZDT12A6D4F8F73",29026,"These Foolish Things","ARIZODP1187B9AD272",54.89814,"Washington England",-1.53179,"Bryan Ferry",0.0,253.12608,4,0.223,116.36,4,0.863,"Don't Worry Baby (1999 Digital Remaster)",1973
1985,"SONMSFX12AB018CD74",729053,"Maysa","ARAHQDS1187FB55275",,"",,"Maysa",0.0,180.87138,9,0.429,103.172,4,0.03,"Ouça",2008
1986,"SOIJQRD12AB01882D0",659943,"Murder The Dance","AROIL3N1187B9A9975",33.6671,"Orange County CA",-117.76505,"BLEED THE SKY",0.0,202.91873,1,0.033,116.064,4,0.247,"Kettle Black",2008
1987,"SOUWRJF12AC46862F7",700191,"Never Give Up","ARPAH7U1187B9A308F",,"",,"Fred Locks",0.0,242.38975,0,0.451,151.537,4,0.143,"Mama Don't Know Love",0
1988,"SOCXIYL12AB0185958",360259,"Ya Hayati","ARZ507V1187FB4425E",,"",,"Ragheb Alama",0.0,319.37261,7,0.032,151.956,4,0.404,"Al'amadalah Assa'bah (2004 Digital Remaster)",0
1989,"SOJVTTZ12A6D4F99D8",34396,"Turn It Into Something Special","ARO41T51187FB397AB",,"Mexico City Mexico",,"Sasha",0.0,265.84771,9,0.691,155.996,4,0.575,"Turn It Into Something Special (Svengali's remix für Elisa)",0
1990,"SOTIRUS12A8C13F53D",223655,"Celtic Woman 3","ARNCOPS1187FB5A086",,"",,"Dolores Keane",0.0,272.5873,5,0.748,149.619,3,0.491,"Storm In My Heart",1993
1991,"SODXIIY12A8AE4677E",235295,"American Song Recital: Works of Bernstein_ Hundley_ Bowles...","ARGESWU11F4C83BA07",,"",,"Lauren Wagner & Fred Weldy",0.0,51.12118,2,0.178,72.724,4,0.592,"Social Note",0
1992,"SODXZZK12A58A7B5D4",233908,"Foreplay","ARDAE2T1187FB50796",,"",,"Mr. Sancho",0.0,182.22975,0,0.502,100.032,4,1.0,"I'm callin",0
1993,"SOXNBSR12A8C13D3E5",807578,"The Tony Danza Tap Dance Extravaganza","ARBIPSC1187FB522FE",,"",,"Tony Danza Tap Dance Extravaganza_ The",0.0,198.66077,8,0.0,139.872,4,0.911,"Cliff Burton Surprise",0
1994,"SOCTUML12A8AE45691",233782,"Over The Edge","ARC15471187FB4640C",38.49809,"Kansas",-98.32023,"Hurricane",0.0,236.042,8,0.864,110.177,4,0.131,"I'm On To You",1988
1995,"SOZNFIN12A8C13EDBA",223566,"South Texas Swing","ARSEUOO1187B999569",29.57535,"Moulton TX",-97.14306,"Adolph Hofner",0.0,135.07873,7,0.676,118.472,4,0.497,"How I Miss You Tonight",0
1996,"SOCHSUI12A8C131C44",285607,"Harpin´ The Blues","AR7JPF81187B988D23",32.29869,"Jackson MS",-90.18049,"Charlie McCoy",0.0,282.53995,7,0.405,90.81,3,0.962,"Night Life",1991
1997,"SOASAPT12AB01836BB",703022,"Decade of Suicide/10 years after beginning","AR1Y37Q1187B9B66D2",40.71455,"New York NY",-74.00712,"Suicide",0.0,321.30567,0,0.522,144.94,4,0.0,"Shadows of the thought",0
1998,"SOIQFYV12A8C13EEB6",306057,"Music To Crash Your Car To","AREGV3K1187B9AF614",,"Los Angeles California",,"Mötley Crüe",0.0,248.55465,7,0.04,115.254,5,0.0,"Wild Side",1987
1999,"SOPCBZF12AB01836CC",406176,"Aurora_ Vol.2 - EP","ARLBNAC1187FB47151",,"",,"Alex Gopher",0.0,396.87791,9,0.781,127.902,4,0.034,"Aurora (Rory's Cassette Jam Remix)",0
2000,"SOZFOCS12A8C142CA3",612184,"Unforgiven","ARONPP01187B995FB5",52.88356,"England",-1.97406,"Cockney Rejects",0.0,182.25587,2,0.582,84.59,4,0.0,"Big Time Charlie",2007
2001,"SOGJUBN12AB017CF98",338819,"Living Room","ARC43071187B990240",,"Wisner LA",,"Wayne Watson",0.0,228.49261,1,0.351,125.908,4,0.469,"Somebody Sing",0
2002,"SOOEQIN12A8C13B8EF",207670,"Southern Slang (Chopped & Screwed)","ARG3UX61187B9AC05A",,"",,"D.O.W.N.",0.0,312.39791,1,0.707,117.263,4,0.168,"Hustlin'",0
2003,"SONUVBD12AB0186112",465056,"Sol","AR5M35O1187B9A0D74",34.05349,"Los Angeles California USA",-118.24532,"SOL",0.0,251.79383,0,0.542,62.076,4,0.533,"Puedes ser feliz",0
2004,"SORGQGD12AB0185998",602229,"Soul On Jazz","AR32PK91187FB4D6E2",,"Denver CO",,"Philip Bailey",0.0,227.47383,8,0.343,109.963,4,1.0,"Sometime Ago",0
2005,"SOAVVDB12A8C136842",88561,"Live","ARZEA421187FB5B5BA",34.05349,"Los Angeles CA",-118.24532,"Lee Michaels",0.0,249.80853,5,0.9,123.474,3,0.534,"My Lady",0
2006,"SOCJAYM12A8C138772",294998,"The Infamous","AREV2491187B9B017E",,"Queensbridge NY",,"Mobb Deep",0.0,298.00444,6,0.48,87.747,4,0.385,"Up North Trip",1995
2007,"SOSFVMZ12A6D4F5951",79225,"Lullaby - Music for the Quiet Times","AR23EC41187FB4805D",40.14323,"New Jersey",-74.72671,"The American Boychoir",0.0,224.54812,4,0.458,87.76,4,0.49,"Intermezzo",0
2008,"SOOSLVC12A8C13E51E",118939,"Mo' Mega","AR7H21J1187FB40C69",,"",,"Mr. Lif",0.0,327.6273,10,0.584,107.32,3,0.995,"For You",2006
2009,"SOGRSCQ12A8C1367FE",154001,"The Military Band - Salute to the Services","ARASWKT1187B9923B7",38.62774,"St. Louis MO",-90.19951,"Felix Slatkin/Concert Arts Symphonic Band",0.0,138.57914,3,0.688,122.774,4,0.0,"El Capitan (1998 Digital Remaster)",0
2010,"SOHNAWQ12A6D4FCFF9",128937,"He's Working It Out For You","ARK0VFZ1187FB4309B",,"DURHAM North Carolina",,"Shirley Caesar",0.0,266.03057,1,0.505,115.508,4,0.573,"Healed (LP Version)",0
2011,"SOGJYMK12AB018272A",466293,"The Right Time","ARK9K3O1187B98F504",,"Los Angeles CA",,"Cherrelle",0.0,290.82077,8,0.239,145.607,4,1.0,"Into My Eyes",1999
2012,"SONFHHG12A58A7D321",506876,"In Search Of The Magic","ARWGIOC1187FB4CBEF",37.16793,"United States",-95.84502,"Jim Chappell",0.0,217.49506,7,0.756,86.39,4,0.403,"Almost Us",1997
2013,"SOELNMY12A8C13759B",291748,"Lost Dogs","ARFVYJI1187B9B8E13",47.60356,"Seattle WA",-122.32944,"Pearl Jam",0.0,232.35873,7,0.601,138.291,7,0.415,"4/20/02",0
2014,"SOJDKQV12A6D4FAF0E",64413,"Petraphonics","AR2KSTE1187FB57A36",,"Fort Wayne Indiana",,"Petra",0.0,222.61506,0,0.581,107.531,4,0.44,"Don't Let Your Heart Be Hardened (This Means War Album Version)",0
2015,"SOKGAEA12AB017F671",532854,"Yamandu + Dominguinhos","ARUWLCL1187FB549B8",,"",,"Yamandu + Dominguinhos",0.0,276.79302,9,0.544,118.239,4,0.709,"Chorando Baixinho",0
2016,"SOQPXJH12A8C13C3EA",109040,"Sometimes I Just Feel Like Smilin'","ARHWVGW1187FB41479",,"",,"The Paul Butterfield Blues Band",0.0,228.75383,3,0.728,77.207,1,0.0,"Pretty Woman (LP Version)",1971
2017,"SOGMWOY12AB017FA59",744095,"Portals","ARVXKTV1187FB44139",36.97402,"Santa Cruz CA",-122.03095,"Arsonists Get All The Girls",0.0,240.92689,1,0.506,129.824,3,0.595,"Violence in Fluid Triceratops",2009
2018,"SOLWUMG12A8C13106C",282362,"Ivory","ARMIMHT1187B98F038",,"Santa Monica CA",,"Teena Marie",0.0,328.56771,9,0.585,81.947,4,0.624,"How Can You Resist It",1990
2019,"SOCTKFG12AB017D983",342182,"Spotlight On Jerry Butler","AR8XG9J1187FB418C1",33.54243,"Sunflower MS",-90.53727,"Jerry Butler",0.0,167.18322,11,0.204,87.758,1,1.0,"He Will Break Your Heart",1960
